Transaccion Num,Fecha y Hora,Cod Prod,Tipo Venta,Cantidad,Ciudad,Categoría,Subcategoría
628081,2026-01-09 03:24:33.938,CAMF-87569,Online,1,HIR,CAM,CAMF
628082,2026-01-09 10:19:20.012,VALA-66912,Online,1,TOK,VAL,VALA
628083,2026-01-09 15:53:54.643,TVSF-97496,Tienda,2,NAO,TVS,TVSF
628084,2026-01-10 03:00:14.142,TVSH-63112,Online,1,HIR,TVS,TVSH
628085,2026-01-10 12:50:08.081,VJGA-75858,Online,1,TOK,VJG,VJGA
628086,2026-01-10 18:20:57.141,TVSF-52972,Online,1,NAO,TVS,TVSF
628087,2026-01-11 01:02:35.700,VALA-43378,Online,3,KYO,VAL,VALA
628088,2026-01-11 08:11:56.270,AUDD-27432,Online,1,TOK,AUD,AUDD
628089,2026-01-11 13:46:06.011,VJGA-88176,Online,1,TOK,VJG,VJGA
628090,2026-01-11 17:01:10.933,ELED-96475,Online,1,TOK,ELE,ELED
628091,2026-01-11 19:57:21.085,AUDC-26674,Tienda,1,TOK,AUD,AUDC
628092,2026-01-12 06:51:47.394,TREA-54559,Online,1,TOK,TRE,TREA
628093,2026-01-12 11:03:20.963,ELEF-50722,Online,1,TOK,ELE,ELEF
628094,2026-01-12 19:41:59.316,TCLB-69576,Tienda,1,TOK,TCL,TCLB
628095,2026-01-12 21:26:48.164,ELEH-26937,Tienda,2,TOK,ELE,ELEH
628096,2026-01-13 08:27:26.476,VALB-75592,Online,1,OKA,VAL,VALB
628097,2026-01-13 13:55:45.464,GFTB-25314,Online,1,YOK,GFT,GFTB
628098,2026-01-13 19:26:52.052,ELEF-82487,Online,1,NAO,ELE,ELEF
628099,2026-01-14 03:58:15.217,ELEH-26937,Online,3,HIR,ELE,ELEH
628100,2026-01-14 09:35:58.121,VALB-23835,Tienda,3,TOK,VAL,VALB
628101,2026-01-14 20:35:31.862,PMUC-64474,Online,1,KYO,PMU,PMUC
628102,2026-01-14 21:18:47.524,AUDA-83559,Online,1,TOK,AUD,AUDA
628103,2026-01-14 22:44:38.821,ELEF-39035,Online,1,SAI,ELE,ELEF
628104,2026-01-15 09:15:20.136,PCTG-96305,Online,1,TOK,PCT,PCTG
628105,2026-01-15 16:25:10.980,PMUE-62157,Online,1,TOK,PMU,PMUE
628106,2026-01-16 01:22:23.943,EAGC-58193,Online,1,TOK,EAG,EAGC
628107,2026-01-16 03:09:47.401,TREC-68039,Online,1,OSA,TRE,TREC
628108,2026-01-16 14:41:46.418,TVSD-57449,Online,1,TOK,TVS,TVSD
628109,2026-01-17 01:58:49.780,SALB-97310,Online,2,FUK,SAL,SALB
628110,2026-01-17 05:17:19.966,ELEA-46113,Online,1,YOK,ELE,ELEA
628111,2026-01-17 06:48:11.184,EAGC-89130,Online,2,TOK,EAG,EAGC
628112,2026-01-17 08:53:00.489,PCTE-38007,Online,1,TOK,PCT,PCTE
628113,2026-01-17 17:59:32.671,CAME-33056,Online,3,TOK,CAM,CAME
628114,2026-01-17 22:24:57.587,JUGA-48800,Tienda,1,TOK,JUG,JUGA
628115,2026-01-18 00:53:38.875,VALA-66912,Online,1,TOK,VAL,VALA
628116,2026-01-18 03:49:52.411,TCLA-18358,Online,1,OSA,TCL,TCLA
628117,2026-01-18 08:04:26.266,PMUB-32819,Online,1,SAI,PMU,PMUB
628118,2026-01-18 08:21:26.284,EAGC-58193,Online,3,TOK,EAG,EAGC
628119,2026-01-18 19:30:00.287,PCTA-58873,Online,1,OSA,PCT,PCTA
628120,2026-01-18 20:38:55.266,VALC-53268,Online,1,YOK,VAL,VALC
628121,2026-01-19 07:51:09.710,SALD-94853,Online,1,YOK,SAL,SALD
628122,2026-01-19 08:06:06.387,DEPC-31630,Online,2,NAO,DEP,DEPC
628123,2026-01-19 08:27:29.523,GFTA-92146,Tienda,3,TOK,GFT,GFTA
628124,2026-01-19 16:47:09.931,SALD-54827,Online,3,TOK,SAL,SALD
628125,2026-01-20 02:25:04.939,HINC-99639,Online,1,TOK,HIN,HINC
628126,2026-01-20 05:29:20.508,AUDC-86094,Online,1,NAO,AUD,AUDC
628127,2026-01-20 08:53:32.149,VALD-41757,Online,3,YOK,VAL,VALD
628128,2026-01-20 14:25:39.485,AUDC-77489,Online,1,SAI,AUD,AUDC
628129,2026-01-20 20:53:43.487,PMUC-72771,Online,1,SAP,PMU,PMUC
628130,2026-01-20 23:10:29.239,HINB-12013,Tienda,1,NAO,HIN,HINB
628131,2026-01-21 01:54:22.137,TCLB-73973,Online,1,OSA,TCL,TCLB
628132,2026-01-21 09:18:24.355,TREC-68039,Online,3,TOK,TRE,TREC
628133,2026-01-21 10:52:48.610,VJGC-35545,Online,1,KYO,VJG,VJGC
628134,2026-01-21 18:52:51.823,TVSG-48830,Online,1,OSA,TVS,TVSG
628135,2026-01-21 20:57:54.701,PMUF-20641,Online,1,CHI,PMU,PMUF
628136,2026-01-22 00:17:23.727,EAGC-60739,Online,2,OSA,EAG,EAGC
628137,2026-01-22 10:29:04.403,SALC-61416,Online,1,NAO,SAL,SALC
628138,2026-01-22 22:05:55.979,AUDG-66570,Online,3,TOK,AUD,AUDG
628139,2026-01-23 05:15:25.292,ELEC-73629,Online,3,SEN,ELE,ELEC
628140,2026-01-23 08:32:43.269,VALC-16551,Online,2,OSA,VAL,VALC
628141,2026-01-23 17:04:12.451,VALD-50052,Online,1,SEN,VAL,VALD
628142,2026-01-23 23:54:59.953,EAGB-87559,Online,1,KYO,EAG,EAGB
628143,2026-01-24 09:36:02.470,CAMG-19700,Online,1,OSA,CAM,CAMG
628144,2026-01-24 19:29:52.944,AUDG-75395,Online,1,TOK,AUD,AUDG
628145,2026-01-25 02:46:50.885,HOGB-62427,Online,1,NAO,HOG,HOGB
628146,2026-01-25 05:46:54.606,AUDD-14707,Online,1,TOK,AUD,AUDD
628147,2026-01-25 06:02:46.013,VJGA-77269,Tienda,1,YOK,VJG,VJGA
628148,2026-01-25 10:19:53.660,PMUB-64632,Online,3,TOK,PMU,PMUB
628149,2026-01-25 13:01:17.342,HINC-68874,Online,1,OSA,HIN,HINC
628150,2026-01-25 14:56:36.542,TVSE-35938,Online,1,KOB,TVS,TVSE
628151,2026-01-25 16:09:00.092,TVSK-29455,Online,1,NAO,TVS,TVSK
628152,2026-01-25 22:19:01.136,VALA-43378,Online,1,SAI,VAL,VALA
628153,2026-01-26 03:47:10.445,TVSB-60547,Online,1,TOK,TVS,TVSB
628154,2026-01-26 12:06:18.528,CAMB-73801,Online,1,TOK,CAM,CAMB
628155,2026-01-26 12:29:58.553,SVSB-77735,Online,1,TOK,SVS,SVSB
628156,2026-01-26 17:50:03.360,VALC-16551,Online,3,TOK,VAL,VALC
628157,2026-01-27 04:21:10.630,PCTD-90095,Online,2,OSA,PCT,PCTD
628158,2026-01-27 15:21:07.496,TVSC-31110,Online,3,TOK,TVS,TVSC
628159,2026-01-27 15:45:14.970,VALB-85841,Tienda,1,TOK,VAL,VALB
628160,2026-01-28 03:06:36.394,TREB-15387,Online,2,TOK,TRE,TREB
628161,2026-01-28 11:40:45.542,TVSG-52521,Tienda,2,TOK,TVS,TVSG
628162,2026-01-28 15:52:55.472,VALC-33154,Online,2,OSA,VAL,VALC
628163,2026-01-29 00:56:34.854,AUDB-40774,Online,1,OSA,AUD,AUDB
628164,2026-01-29 01:11:10.470,GFTA-22489,Online,1,TOK,GFT,GFTA
628165,2026-01-29 02:20:22.344,VALC-66861,Online,2,TOK,VAL,VALC
628166,2026-01-29 12:43:01.704,AUDF-31318,Online,1,TOK,AUD,AUDF
628167,2026-01-29 20:15:46.104,HINB-33312,Online,2,SAI,HIN,HINB
628168,2026-01-30 03:36:13.114,ELEE-71242,Online,1,TOK,ELE,ELEE
628169,2026-01-30 03:39:38.338,TVSG-52521,Online,1,YOK,TVS,TVSG
628170,2026-01-30 11:55:29.501,ELEF-82487,Online,2,TOK,ELE,ELEF
628171,2026-01-30 14:22:45.581,HIND-23105,Online,1,OSA,HIN,HIND
628172,2026-01-30 17:16:29.868,PCTF-23943,Online,1,YOK,PCT,PCTF
628173,2026-01-31 04:06:17.858,CAMC-59852,Online,1,TOK,CAM,CAMC
628174,2026-01-31 05:17:30.160,JUGC-88258,Online,1,TOK,JUG,JUGC
628175,2026-01-31 09:14:05.723,PCTF-64290,Online,1,TOK,PCT,PCTF
628176,2026-01-31 11:18:20.104,PCTF-40305,Tienda,1,TOK,PCT,PCTF
628177,2026-01-31 12:02:28.565,VALB-75862,Online,1,YOK,VAL,VALB
628178,2026-01-31 22:26:03.287,PMUC-76592,Online,1,OSA,PMU,PMUC
628179,2026-02-01 08:06:00.935,GFTB-92933,Online,1,YOK,GFT,GFTB
628180,2026-02-01 13:29:14.003,SALB-74444,Online,3,SAP,SAL,SALB
628181,2026-02-01 17:53:00.977,TVSJ-18870,Online,2,OSA,TVS,TVSJ
628182,2026-02-01 20:54:00.221,EAGC-20117,Online,1,TOK,EAG,EAGC
628183,2026-02-01 22:10:10.065,PMUB-92487,Online,1,NAO,PMU,PMUB
628184,2026-02-02 03:34:13.317,VJGB-99482,Online,1,TOK,VJG,VJGB
628185,2026-02-02 06:42:38.685,TVSB-58406,Online,1,OSA,TVS,TVSB
628186,2026-02-02 11:38:25.573,HINB-59918,Online,1,NAO,HIN,HINB
628187,2026-02-02 14:24:43.291,HINB-81416,Online,3,TOK,HIN,HINB
628188,2026-02-02 23:16:50.090,CAMB-76266,Online,1,HIR,CAM,CAMB
628189,2026-02-03 04:23:59.950,HOGC-31283,Online,1,OKA,HOG,HOGC
628190,2026-02-03 11:16:41.870,PCTA-15104,Online,3,TOK,PCT,PCTA
628191,2026-02-03 14:40:09.821,HINB-12013,Online,3,OSA,HIN,HINB
628192,2026-02-03 22:19:46.726,CAMG-32626,Online,1,TOK,CAM,CAMG
628193,2026-02-04 07:08:20.704,SVSB-30421,Online,1,KYO,SVS,SVSB
628194,2026-02-04 14:22:23.677,TREA-15691,Online,2,KYO,TRE,TREA
628195,2026-02-04 22:48:08.876,VJGC-22284,Online,1,TOK,VJG,VJGC
628196,2026-02-05 02:48:38.499,PMUA-32333,Online,1,TOK,PMU,PMUA
628197,2026-02-05 12:24:05.744,SVSA-57564,Online,1,SEN,SVS,SVSA
628198,2026-02-05 23:56:57.040,EAGC-85452,Tienda,1,SEN,EAG,EAGC
628199,2026-02-06 01:23:34.456,SVSB-70583,Online,1,YOK,SVS,SVSB
628200,2026-02-06 03:33:37.919,CAME-10194,Online,1,OSA,CAM,CAME
628201,2026-02-06 12:29:20.188,ELED-58763,Online,1,FUK,ELE,ELED
628202,2026-02-06 21:28:22.271,JUGC-88258,Tienda,1,TOK,JUG,JUGC
628203,2026-02-07 01:11:25.032,TCLC-53203,Tienda,1,TOK,TCL,TCLC
628204,2026-02-07 06:09:43.799,SALC-71987,Tienda,1,SEN,SAL,SALC
628205,2026-02-07 11:51:38.886,SVSA-57564,Online,1,TOK,SVS,SVSA
628206,2026-02-07 16:37:33.530,SALB-20670,Online,1,TOK,SAL,SALB
628207,2026-02-07 22:20:29.330,TVSG-83930,Online,1,YOK,TVS,TVSG
628208,2026-02-08 00:56:13.105,PMUD-49240,Online,1,NAO,PMU,PMUD
628209,2026-02-08 05:05:56.164,PMUD-13214,Online,1,TOK,PMU,PMUD
628210,2026-02-08 13:29:44.763,SVSB-77735,Online,1,NAO,SVS,SVSB
628211,2026-02-08 19:33:59.438,SALC-64898,Tienda,1,NAO,SAL,SALC
628212,2026-02-08 22:02:16.786,DEPB-29285,Online,2,YOK,DEP,DEPB
628213,2026-02-09 06:32:03.121,CAMG-32626,Online,1,YOK,CAM,CAMG
628214,2026-02-09 11:51:42.502,ELEE-79787,Online,3,KYO,ELE,ELEE
628215,2026-02-09 20:32:23.909,VALB-67289,Online,1,TOK,VAL,VALB
628216,2026-02-10 05:46:42.621,PCTA-27622,Online,1,NAO,PCT,PCTA
628217,2026-02-10 09:56:58.138,PCTA-28013,Online,1,OSA,PCT,PCTA
628218,2026-02-10 20:54:19.112,AUDG-87751,Tienda,1,KYO,AUD,AUDG
628219,2026-02-11 06:59:29.614,PMUB-20564,Online,1,FUK,PMU,PMUB
628220,2026-02-11 08:22:43.647,PCTC-79338,Online,1,NAO,PCT,PCTC
628221,2026-02-11 11:40:52.432,AUDF-40095,Online,3,TOK,AUD,AUDF
628222,2026-02-11 21:14:48.421,TVSE-27348,Online,1,NAO,TVS,TVSE
628223,2026-02-12 03:17:29.192,TVSF-66259,Online,3,NAO,TVS,TVSF
628224,2026-02-12 14:41:46.594,VALD-69172,Online,3,OSA,VAL,VALD
628225,2026-02-12 19:58:51.055,ELEH-59218,Online,1,NAO,ELE,ELEH
628226,2026-02-13 06:30:46.319,JUGB-60734,Online,3,OSA,JUG,JUGB
628227,2026-02-13 15:14:17.532,CAMB-10246,Online,1,KAW,CAM,CAMB
628228,2026-02-13 23:16:21.771,TVSG-72043,Online,1,TOK,TVS,TVSG
628229,2026-02-14 07:41:57.891,GFTB-21962,Online,1,SAI,GFT,GFTB
628230,2026-02-14 19:24:10.988,EAGA-72753,Tienda,1,OSA,EAG,EAGA
628231,2026-02-15 06:29:46.979,TVSG-30035,Online,3,TOK,TVS,TVSG
628232,2026-02-15 12:44:31.187,TVSC-36989,Tienda,1,YOK,TVS,TVSC
628233,2026-02-15 17:29:44.966,EAGC-20117,Online,1,NAO,EAG,EAGC
628234,2026-02-16 02:52:08.516,HIND-23105,Online,3,KYO,HIN,HIND
628235,2026-02-16 05:25:04.591,TREB-15387,Online,1,OSA,TRE,TREB
628236,2026-02-16 15:29:05.553,DEPC-46624,Online,1,TOK,DEP,DEPC
628237,2026-02-17 03:19:53.836,PMUC-93080,Online,1,TOK,PMU,PMUC
628238,2026-02-17 05:55:54.051,ELEA-95730,Online,1,OSA,ELE,ELEA
628239,2026-02-17 09:09:56.506,AUDE-67553,Online,1,OSA,AUD,AUDE
628240,2026-02-17 13:14:41.545,TVSF-97496,Online,1,OKA,TVS,TVSF
628241,2026-02-17 23:14:25.851,JUGC-88258,Online,1,TOK,JUG,JUGC
628242,2026-02-18 04:50:03.289,DEPC-31630,Online,2,OSA,DEP,DEPC
628243,2026-02-18 15:38:42.948,TCLA-81111,Online,1,TOK,TCL,TCLA
628244,2026-02-19 00:21:19.106,PCTD-28484,Online,1,TOK,PCT,PCTD
628245,2026-02-19 01:22:18.424,JUGC-96618,Tienda,1,TOK,JUG,JUGC
628246,2026-02-19 12:24:29.287,SALA-13420,Online,1,KYO,SAL,SALA
628247,2026-02-19 14:50:10.217,AUDD-72622,Online,1,OSA,AUD,AUDD
628248,2026-02-20 02:05:48.711,PMUE-67482,Online,1,TOK,PMU,PMUE
628249,2026-02-20 10:57:07.814,EAGB-52586,Online,1,TOK,EAG,EAGB
628250,2026-02-20 14:46:44.856,PCTE-95402,Online,3,KYO,PCT,PCTE
628251,2026-02-21 00:38:03.375,JUGA-11747,Online,1,OSA,JUG,JUGA
628252,2026-02-21 03:31:18.594,PCTG-94398,Online,1,YOK,PCT,PCTG
628253,2026-02-21 07:22:15.019,AUDG-55619,Online,2,TOK,AUD,AUDG
628254,2026-02-21 18:33:19.883,AUDC-38249,Online,3,NAO,AUD,AUDC
628255,2026-02-22 03:01:30.966,TREB-96123,Online,1,TOK,TRE,TREB
628256,2026-02-22 06:42:20.619,ELEB-19207,Online,1,OSA,ELE,ELEB
628257,2026-02-22 13:11:18.839,AUDC-77489,Tienda,1,NAO,AUD,AUDC
628258,2026-02-22 23:13:13.208,AUDG-52341,Online,1,NAO,AUD,AUDG
628259,2026-02-23 03:14:21.330,TREC-68039,Online,2,FUK,TRE,TREC
628260,2026-02-23 11:26:34.657,VALC-30993,Tienda,1,NAO,VAL,VALC
628261,2026-02-23 20:42:58.101,HINC-50077,Online,1,TOK,HIN,HINC
628262,2026-02-24 02:03:28.244,VALD-69172,Online,1,OSA,VAL,VALD
628263,2026-02-24 09:14:45.261,GFTA-57004,Online,1,TOK,GFT,GFTA
628264,2026-02-24 19:28:21.383,EAGB-87559,Online,2,TOK,EAG,EAGB
628265,2026-02-25 03:51:06.316,PCTG-79916,Online,1,TOK,PCT,PCTG
628266,2026-02-25 12:23:44.725,CAME-54202,Online,1,OSA,CAM,CAME
628267,2026-02-25 12:52:38.081,SVSC-89352,Online,1,TOK,SVS,SVSC
628268,2026-02-25 14:59:10.647,TREA-15691,Online,1,SEN,TRE,TREA
628269,2026-02-26 01:54:55.551,SALB-20670,Online,1,TOK,SAL,SALB
628270,2026-02-26 02:56:20.883,ELEB-19207,Online,1,OSA,ELE,ELEB
628271,2026-02-26 09:07:58.052,TVSA-31282,Online,3,OKA,TVS,TVSA
628272,2026-02-26 17:13:56.332,PMUA-42938,Online,1,OSA,PMU,PMUA
628273,2026-02-27 03:40:15.130,DEPB-31559,Online,1,TOK,DEP,DEPB
628274,2026-02-27 09:10:40.644,TVSG-83930,Online,2,TOK,TVS,TVSG
628275,2026-02-27 11:59:36.644,HIND-59565,Online,1,KYO,HIN,HIND
628276,2026-02-27 23:00:14.756,JUGB-13067,Online,1,TOK,JUG,JUGB
628277,2026-02-28 02:14:55.997,AUDF-93663,Online,1,OSA,AUD,AUDF
628278,2026-02-28 09:18:33.211,CAMB-92521,Online,1,OSA,CAM,CAMB
628279,2026-02-28 11:45:10.795,VALA-62707,Online,1,NAO,VAL,VALA
628280,2026-02-28 21:05:19.476,PCTG-86864,Online,3,OSA,PCT,PCTG
628281,2026-03-01 08:51:33.145,TREC-38459,Tienda,2,TOK,TRE,TREC
628282,2026-03-01 12:30:08.045,PMUB-61340,Online,1,NAO,PMU,PMUB
628283,2026-03-01 15:05:19.120,DEPC-53900,Online,2,KAW,DEP,DEPC
628284,2026-03-02 00:26:25.822,SALC-56522,Tienda,3,TOK,SAL,SALC
628285,2026-03-02 08:49:41.785,TVSC-48100,Online,1,YOK,TVS,TVSC
628286,2026-03-02 15:50:23.134,TVSH-73612,Tienda,1,OSA,TVS,TVSH
628287,2026-03-02 19:24:09.665,TVSF-97496,Tienda,1,TOK,TVS,TVSF
628288,2026-03-03 04:39:31.671,VJGA-77269,Online,1,OSA,VJG,VJGA
628289,2026-03-03 09:04:43.311,VALC-37887,Online,2,NAO,VAL,VALC
628290,2026-03-03 13:41:42.507,JUGA-11747,Online,1,SAP,JUG,JUGA
628291,2026-03-03 20:59:52.111,EAGC-40422,Online,3,OSA,EAG,EAGC
628292,2026-03-04 05:12:54.433,CAMG-38874,Online,1,YOK,CAM,CAMG
628293,2026-03-04 07:25:58.985,TVSC-15871,Online,1,KOB,TVS,TVSC
628294,2026-03-04 08:17:05.766,HOGB-42827,Online,1,TOK,HOG,HOGB
628295,2026-03-04 09:11:51.674,ELEA-72745,Online,1,HIR,ELE,ELEA
628296,2026-03-04 19:38:55.778,DEPC-53900,Online,1,YOK,DEP,DEPC
628297,2026-03-05 07:33:49.685,VALD-70662,Online,2,TOK,VAL,VALD
628298,2026-03-05 15:34:00.152,TVSF-66259,Tienda,1,TOK,TVS,TVSF
628299,2026-03-05 17:46:41.376,ELEH-70263,Online,1,OSA,ELE,ELEH
628300,2026-03-06 01:07:48.446,SALB-68587,Tienda,3,TOK,SAL,SALB
628301,2026-03-06 12:10:12.936,TVSG-83930,Online,1,OSA,TVS,TVSG
628302,2026-03-06 18:42:48.616,PMUD-11547,Online,1,KAW,PMU,PMUD
628303,2026-03-06 23:00:01.189,AUDA-76685,Online,1,TOK,AUD,AUDA
628304,2026-03-07 00:25:32.909,GFTA-92146,Online,1,TOK,GFT,GFTA
628305,2026-03-07 02:24:32.405,HOGB-13551,Online,1,TOK,HOG,HOGB
628306,2026-03-07 13:52:18.154,ELEA-16925,Online,1,KYO,ELE,ELEA
628307,2026-03-07 14:58:58.770,VALC-92225,Tienda,1,OSA,VAL,VALC
628308,2026-03-07 20:17:40.884,PMUC-76592,Online,1,OSA,PMU,PMUC
628309,2026-03-07 22:55:54.654,CAMB-51587,Online,1,TOK,CAM,CAMB
628310,2026-03-07 23:25:09.209,AUDF-40301,Online,1,TOK,AUD,AUDF
628311,2026-03-08 11:18:03.941,VALB-75592,Online,2,TOK,VAL,VALB
628312,2026-03-08 18:18:24.214,AUDG-93346,Online,1,KYO,AUD,AUDG
628313,2026-03-08 20:40:30.145,TVSA-81183,Online,1,OSA,TVS,TVSA
628314,2026-03-09 00:51:36.892,PCTA-58873,Online,1,YOK,PCT,PCTA
628315,2026-03-09 04:05:32.415,TVSK-49740,Online,1,YOK,TVS,TVSK
628316,2026-03-09 12:29:10.010,TVSE-27348,Tienda,3,TOK,TVS,TVSE
628317,2026-03-09 13:40:27.600,PCTA-79303,Online,1,TOK,PCT,PCTA
628318,2026-03-09 19:08:28.620,PMUD-76670,Online,1,KYO,PMU,PMUD
628319,2026-03-10 03:02:56.991,TREA-19376,Tienda,1,TOK,TRE,TREA
628320,2026-03-10 06:34:15.746,HINC-14276,Online,2,YOK,HIN,HINC
628321,2026-03-10 12:29:48.003,TVSC-36989,Online,1,TOK,TVS,TVSC
628322,2026-03-10 22:10:13.561,SALC-35708,Online,1,SEN,SAL,SALC
628323,2026-03-11 09:51:33.904,JUGA-75164,Online,1,TOK,JUG,JUGA
628324,2026-03-11 10:15:31.271,JUGB-60734,Online,1,TOK,JUG,JUGB
628325,2026-03-11 17:35:21.724,SVSB-77735,Online,1,TOK,SVS,SVSB
628326,2026-03-12 01:02:02.317,SALC-74981,Online,1,TOK,SAL,SALC
628327,2026-03-12 10:44:01.833,HIND-99500,Online,1,OSA,HIN,HIND
628328,2026-03-12 22:05:46.252,PMUE-92898,Online,1,KAW,PMU,PMUE
628329,2026-03-13 01:20:35.773,JUGA-19374,Online,3,YOK,JUG,JUGA
628330,2026-03-13 13:02:38.417,TREC-29209,Online,1,NAO,TRE,TREC
628331,2026-03-13 21:50:01.120,SALC-56522,Online,1,NAO,SAL,SALC
628332,2026-03-14 08:24:07.402,EAGC-60739,Online,1,TOK,EAG,EAGC
628333,2026-03-14 15:25:50.428,SVSB-65802,Online,1,KYO,SVS,SVSB
628334,2026-03-15 03:16:35.320,SVSB-77735,Online,3,NAO,SVS,SVSB
628335,2026-03-15 09:06:05.242,GFTB-13491,Online,2,NAO,GFT,GFTB
628336,2026-03-15 10:39:14.988,EAGB-35294,Tienda,2,OKA,EAG,EAGB
628337,2026-03-15 18:25:58.773,CAMG-77378,Online,1,KYO,CAM,CAMG
628338,2026-03-15 22:41:24.237,EAGA-87908,Online,1,OSA,EAG,EAGA
628339,2026-03-16 07:05:39.671,TCLA-36565,Online,1,TOK,TCL,TCLA
628340,2026-03-16 08:15:31.933,SALA-70348,Online,1,TOK,SAL,SALA
628341,2026-03-16 19:00:41.734,AUDA-42282,Online,1,FUK,AUD,AUDA
628342,2026-03-16 19:25:42.118,JUGA-75164,Online,2,OKA,JUG,JUGA
628343,2026-03-17 04:25:06.497,AUDA-72639,Online,1,OSA,AUD,AUDA
628344,2026-03-17 11:49:46.523,ELEC-90195,Online,1,OSA,ELE,ELEC
628345,2026-03-17 20:53:08.830,TVSH-10103,Tienda,2,TOK,TVS,TVSH
628346,2026-03-18 04:05:35.390,TVSK-97454,Online,1,OSA,TVS,TVSK
628347,2026-03-18 13:32:20.298,JUGB-41177,Online,3,NAO,JUG,JUGB
628348,2026-03-19 00:53:05.898,VALA-86017,Online,1,SAI,VAL,VALA
628349,2026-03-19 10:16:47.830,TCLC-70860,Online,1,TOK,TCL,TCLC
628350,2026-03-19 15:16:10.913,ELEF-50722,Online,1,TOK,ELE,ELEF
628351,2026-03-19 22:36:00.541,SALC-14541,Online,1,OSA,SAL,SALC
628352,2026-03-20 01:13:30.089,CAMF-35067,Online,1,TOK,CAM,CAMF
628353,2026-03-20 10:49:31.043,TVSH-10103,Online,1,NAO,TVS,TVSH
628354,2026-03-20 14:51:34.640,JUGA-70344,Online,1,KAW,JUG,JUGA
628355,2026-03-20 15:53:47.753,AUDD-77460,Online,1,OSA,AUD,AUDD
628356,2026-03-20 22:36:48.680,CAME-16638,Online,1,TOK,CAM,CAME
628357,2026-03-21 07:39:53.166,TCLB-94347,Tienda,1,OSA,TCL,TCLB
628358,2026-03-21 15:45:56.298,PMUD-76670,Tienda,1,OSA,PMU,PMUD
628359,2026-03-22 02:14:02.522,AUDE-20785,Tienda,1,TOK,AUD,AUDE
628360,2026-03-22 03:28:28.783,TVSE-93265,Online,1,KYO,TVS,TVSE
628361,2026-03-22 06:43:47.458,VALD-70662,Online,2,YOK,VAL,VALD
628362,2026-03-22 11:00:45.370,GFTA-57004,Online,1,TOK,GFT,GFTA
628363,2026-03-22 20:12:42.336,VALC-89709,Tienda,1,TOK,VAL,VALC
628364,2026-03-23 06:04:25.959,TVSF-97496,Online,1,TOK,TVS,TVSF
